title;genres;keywords;popularity;average_vote;num_votes
Inkheart;adventure, family, fantasy;book, fairy tale, eavesdropping, adventure, writer's block;13.570926;6.0;610.0
Gun The Man Down;western, action;bank robber;0.35315599999999997;6.0;1.0
Albuquerque;action, romance, western;albuquerque;0.5545770000000001;7.1;7.0
John Waters: This Filthy World;documentary, comedy;comedy, cult classic;0.640139;8.2;10.0
The Soviet Story;documentary, war, history;anti-communism;0.6271800000000001;6.9;10.0
The Alphabet Killer;crime, mystery, thriller;based on true story;3.076072;5.2;50.0
Chinese Coffee;drama;new york, jealousy, photographer, writing, chinatown, friendship, based on play or musical, independent film, author;1.51655;6.3;16.0
Save Me;drama;sex, independent film, drug;1.4001;5.1;11.0
The Lazarus Project;drama, thriller;robbery, death penalty, lethal injection, criminal past, symbol, chainsaw;11.387338;6.0;116.0
Galaxy Express 999;adventure, animation, science fiction;cyborg, space travel, revenge, space, transhumanism, train;1.356131;6.2;12.0
Paul Blart: Mall Cop;action, adventure, comedy, family;security guard, duringcreditsstinger;13.003122;5.2;807.0
Notorious;drama, music;rap music, musical, boom box, rapping, crack addict, gold tooth, praying;5.336296;6.6;163.0
Where Is Fred?;comedy;sport;2.961854;6.1;57.0
Three Strangers;thriller;new year's eve;2.5413669999999997;6.2;8.0
Repo! The Genetic Opera;horror, comedy, music, science fiction;dystopia;5.256959999999999;6.7;103.0
Edge of Madness;drama, mystery, thriller;suspense, woman director;1.058927;5.8;6.0
The Uninvited;drama, horror, thriller;remake, death of mother, evil stepmother, evil woman, white dress, unsent letter, medical kit, hanging a picture, chalkboard;10.330423;6.3;424.0
Fear(s) of the Dark;animation, comedy, drama, horror, mystery, romance;nightmare, bullying, independent film, cowardliness, woman director;4.762443;6.7;15.0
12:01;science fiction, thriller;time travel, time loop;8.811327;6.2;33.0
The Big Stampede;action, western;cattle rustling;0.247007;3.2;5.0
Blue;romance, western;outlaw, rancher, mexican, haunted by the past, moral transformation, outlaw gang;0.9174610000000001;6.3;2.0
The Visitor;drama;countryside, symbolism, horse, prison cell, crow, farm, boy, forest, independent film, mute, rural setting, stranger, childhood, child, very little dialogue, wounded horse;0.389459;6.0;2.0
Outlander;fantasy, action, science fiction;norway, monster, flying saucer, viking;14.611182000000001;6.1;354.0
Belle of the Nineties;drama, comedy;new orleans, 19th century;0.10924;4.5;3.0
Branded;western;gunfighter;0.547438;4.2;5.0
A Dead Calling;horror;obsession, revenge, murder, ghost, confused parentage;0.33511199999999997;2.0;3.0
Beachhead;war, action, drama;world war ii;0.15772;4.7;3.0
Passchendaele;drama, romance, war, history;nurse, battle, platoon, veteran, recruitment;2.490144;6.3;26.0
The Great Ecstasy of Woodcarver Steiner;documentary;yugoslavia, switzerland, ski jump, sport, slow motion, portrait, professional sports, walter steiner, bad aussee;0.801549;7.4;16.0
Go Go Tales;comedy, drama;independent film;4.382184;5.4;14.0
The Badlanders;western;gold, arizona;1.9704599999999999;6.1;6.0
Black Widow;drama, mystery, romance, thriller;independent film, broadway star;0.678793;4.0;5.0
The Grudge 3;mystery, horror, thriller;brother sister relationship, broken neck, curse, stabbing, gothic, demonic possession, film starts with text, police tape, handprint, dollhouse, family photo, murder of son;10.510468;5.3;150.0
Eden Lake;horror, thriller;beach, wife husband relationship, lake, camping, rottweiler, sadism, forest, revenge, survival, fear, violence, couple, gang violence, teenage killer;12.515435;6.7;415.0
Coraline;animation, family;dream, eye, stuffed animal, parallel world, button, new home, secret door, aftercreditsstinger, duringcreditsstinger;16.639915;7.3;1432.0
Psychomania;horror, foreign;suicide, zombie;1.421706;6.5;16.0
Chocolate;action, comedy, crime;samurai, autism, thailand, martial arts school;6.2721279999999995;7.0;99.0
TerrorVision;horror, science fiction, thriller;mutant, slime, satellite, alien;4.188751;5.8;43.0
The Escapist;action, thriller;escapee convict, escape from prison, independent film;10.430028;6.4;79.0
Push;action;psychokinesis, mind control, secret government organization, clairvoyance, hong kong;11.596222000000001;5.9;671.0
The International;drama, thriller, crime;duringcreditsstinger;6.583609;6.0;373.0
Two Lovers;drama, romance;love of one's life, neighbor;8.032616;6.6;157.0
He's Just Not That Into You;comedy, romance, drama;relationship, ensemble cast, duringcreditsstinger;8.376094;6.2;988.0
Jar City;drama, thriller, crime;based on novel, iceland, murder;1.3338729999999999;6.7;20.0
Dead Like Me: Life After Death;drama, fantasy, comedy;suicide, life and death, coma, afterlife;4.78341;5.8;67.0
California;western;california, wagon train;0.928348;6.3;3.0
Canyon Passage;western;oregon;0.719063;6.8;12.0
The Con;romance, comedy, crime, drama;small town, con artist, female protagonist, con woman;1.2351020000000001;5.0;3.0
Husbands;comedy, drama;london england, friends, independent film, family, middle aged man;1.336219;6.1;16.0
The Cimarron Kid;western;train, street shootout;1.015736;6.2;5.0
Singapore Sling;comedy, drama, horror;sex, detective, greece, eroticism, nudity, murder, sexual fantasy, black and white, torture, madness, bdsm;2.5831869999999997;7.9;20.0
33 Scenes from Life;drama;mother, father daughter relationship, tod, woman director, künstlerin, komponist, galgenhumor;0.731141;6.0;4.0
Futurama: Into the Wild Green Yonder;animation, comedy;megaphone, feminism, future, wormhole, alien life-form, phone booth, richard nixon, head in jar;13.284811;7.2;134.0
Hotel for Dogs;comedy, family;adoption, puppy, pitbull, orphan, foster home, animal lover, beagle, duringcreditsstinger;6.317991999999999;5.7;205.0
The Deadly Trackers;western;revenge, murder, quicksand, bank robbery, pacifist, wild west, posse, convent;0.187358;5.0;3.0
Frontier(s);drama, horror, action, thriller;fascism, nazis, chase, sadism, blood splatter, beating, dress, mad scientist, independent film, gore, dinner, torture, corpse, execution, cruelty, violence, death, macabre, screaming, bloodbath, cannibalism, mad family, sinister, sadistic horror, french horror, new french extremism;8.602955999999999;6.0;186.0
Comet in Moominland;animation, comedy, fantasy;comet, natural disaster, valley;2.164527;7.3;6.0
The 11th Hour;documentary;rain shower, climate change, greenhouse effect, hurricane, temperature drop, ice melting, destroy, climate, weather, natural disaster, global warming, polar bear, hiding in a garbage container, scientist, woman director;2.215689;6.4;28.0
Fireflies in the Garden;drama;rap music, unpaid bill, windshield, walking on roof;9.713124;6.4;59.0
Afro Samurai: Resurrection;animation;samurai;4.427087;6.7;49.0
Death by Hanging;comedy, crime, drama, foreign;satire;1.326898;7.5;14.0
The Last Movie;drama;village, peru;0.14217;6.5;4.0
Dry Season;action, drama, thriller;revenge;0.582349;6.8;6.0
Jesus Christ Superstar;drama, music;woman director;0.224789;7.1;4.0
Trancers;horror, science fiction, crime;detective, fight, santa claus, hypnosis, time travel, police, rescue, independent film, zombie, nemesis, los angeles, police detective, christmas;6.272745;6.3;42.0
Departures;drama;oscar award, dying and death, funeral, musical, odd job;8.175019;7.7;202.0
Taking Chance;drama, history, war;war crimes, warlord, war victim, military;2.804378;6.8;31.0
AmericanEast;drama, romance;culture clash, american dream, arab-american;0.7837029999999999;6.1;4.0
My Name Is Bruce;comedy, horror;parody, parallel world;8.708789;5.9;107.0
Man in the Chair;comedy, drama;independent film;0.982936;5.3;4.0
Kimberly;romance, comedy;train;0.952744;3.7;3.0
Ping Pong Playa;comedy, drama;sport, independent film, woman director;0.8416440000000001;6.0;23.0
Funny People;comedy, drama;comedian, cancer, bromance, stand-up comedian;9.900376;5.6;398.0
Berlin Calling;comedy, drama, music;drug abuse, techno, music, comedy, drug, psychiatry, electro;7.292134;7.0;109.0
Against the Dark;horror, action, thriller, science fiction;underground, vampire, zombie;5.108626999999999;3.7;42.0
The Letter for the King;family, adventure;based on novel, sword fight, mission, knight, medieval times;1.586223;7.0;4.0
Firepower;action, adventure;jeep, bulldozer, seaplane;0.5183399999999999;5.6;5.0
Nuremberg;tv movie, drama;war crimes;2.2787040000000003;7.6;23.0
Bigger Than Life;drama;addiction, schoolteacher, miracle drug, cortisone;6.4574620000000005;7.4;37.0
Show Me;drama, thriller;kidnapping;0.524827;5.6;4.0
Still Waiting...;comedy;manager, bar, cook, restaurant, independent film, fantasy sequence;4.700631;5.1;27.0
Pistol Whipped;action, thriller, crime, drama;money, old man, debt;3.3132870000000003;5.5;26.0
Flight of Fury;action, adventure, thriller;terrorist, bomber, pilot;5.448576;4.5;24.0
The Far Horizons;action, history, western, romance;historical figure, riverboat;0.18676800000000002;4.0;3.0
Mystery Team;comedy, thriller, mystery;detective, cocaine, male friendship, strip club, costume, toilet, friends, parody, murder, spoof, bike, feces, creepy person;3.0107169999999996;6.4;52.0
Killer Babes;comedy;hitman, trophy wife, plot to kill;0.151252;7.0;3.0
The Gunfight at Dodge City;action, western;ambush, daughter, bat masterson, army sergeant, mentally challenged;3.4087949999999996;4.3;5.0
His Private Secretary;comedy, drama, romance;office, gold digger;0.795697;4.1;6.0
Street Fighter: The Legend of Chun-Li;action, adventure, science fiction, thriller;martial arts, revenge, street fighter, based on video game;6.660188000000001;3.9;113.0
Urban Justice;crime, action, thriller;drug crime, revenge, los angeles, crime, gangs;4.352072;5.4;34.0
Tough Enough;drama, thriller;individual, berlin, street gang, ex-boyfriend, blackmail, drug traffic, cocaine, neukölln, zehlendorf, drug dealer, move, neglect, drug mule, protection money, friendship, class, single, murder, youth gang, marijuana, police officer, unemployment;1.634982;7.2;14.0
Madea Goes to Jail;comedy, crime, drama;criminal;2.844534;6.4;52.0
Away We Go;drama, comedy, romance;interracial relationship, dead father, reference to bob dylan, biracial, bedtime story, unmarried couple, medical illustrator, disguised voice, reference to huckleberry finn, student protest, sonogram, expectant grandmother, dead parents, testicles;6.5900929999999995;6.7;189.0
Hell to Eternity;drama, war;biography, u.s. marine;0.157003;10.0;1.0
The Unsuspected;drama, mystery, thriller;radio, radio presenter, murder, film noir;0.9387040000000001;5.2;8.0
Thick as Thieves;action, thriller, crime;boardwalk, police investigation, woman director;11.923981;5.7;223.0
Beautiful Ohio;drama;independent film;1.008726;6.5;2.0
Il Grido;drama;depression, mechanic, oil refinery, valley;1.673129;6.7;17.0
The Big Lift;action, adventure, drama;aviation, semi-documentary, berlin airlift;0.143869;6.5;4.0
Il Divo;drama;italy, diva, politics, independent film, mafia;7.728333;7.5;166.0
Wings;drama;biography, nostalgia, drama, aviation, independent film, school principal, woman director;0.935968;7.0;10.0
Paris;drama;paris, mother, city portrait, new love, dance, tv station, dying and death, market, vegetable, student, university, death by accident;4.249948000000001;6.5;79.0
Adrift in Manhattan;drama;independent film;1.844661;5.7;5.0
Friday the 13th;horror;teenager, cabin in the woods, axe murder, camp counselor, jason vorhees;14.20229;5.7;566.0
The Good, The Bad, The Weird;action, adventure, comedy, western;gunslinger, gun;8.218314;7.1;196.0
Screamers: The Hunting;action, horror, science fiction;man vs machine, alien planet, battle for survival;4.92638;4.4;35.0
The Pink Panther 2;comedy, mystery;diamond, clouseau, pink panther;18.54675;5.4;323.0
Crips and Bloods: Made in America;documentary;gang war, hoodlum;2.0531;7.1;13.0
Far Cry;action, science fiction, thriller;based on video game;4.845377;3.1;73.0
The English Surgeon;documentary, foreign;translation, ukraine, talent, success, tools, dilemma, teacher, neurosurgeon, surgical instruments, thought, struggle, kiev;0.528211;8.7;7.0
A Hell of a Day;drama, comedy;woman director;0.544788;7.0;3.0
Shara;drama;woman director;1.19689;5.9;10.0
They Wait;horror, mystery, thriller;ghost, asian horror;4.952332;5.0;30.0
Everlasting Moments;drama;camera, wine;2.1091759999999997;7.9;16.0
Attack Force;action, thriller;army, slaughter, drug;8.844451;4.3;25.0
Shadow Man;action, adventure, thriller;cia, bad father-in-law, lethal virus, bucharest;6.0606349999999996;4.3;26.0
Rock-A-Doodle;comedy, family, animation, fantasy, music;chicken, elvis, rooster;3.6020309999999998;5.3;46.0
Tokyo.sora;drama;female friendship;0.869632;8.3;4.0
Dr. Horrible's Sing-Along Blog;adventure, action, comedy, science fiction, music;anti hero, musical, parody, mad scientist, supervillain, bittersweet;8.927994;7.8;236.0
Today You Die;action, adventure, thriller;shotgun, betrayed, quick draw;2.38008;4.0;31.0
The Cottage;horror, comedy, crime, thriller;ransom, hostage, hostage drama;9.459594000000001;6.3;80.0
Two Men in Manhattan;crime, drama, mystery, thriller;new york, french noir;0.726282;6.5;12.0
Born to the West;romance, western;cattle, rustler, falling off horse, cattleman, ranch foreman;0.25106799999999996;4.1;5.0
The Hasty Heart;drama, romance, war;solidarity, burma, bagpipes;0.363774;6.5;2.0
Frontrunners;documentary;competition, high school, documentary, election, candidate, woman director;0.004706;0.0;0.0
The Quick and the Dead;action, drama, western;showdown, shootout;0.932765;5.4;12.0
Joshua Tree;action, thriller;sports car, revenge, escape, dirty cop, crime, car chase;2.506227;5.1;33.0
Day of the Dead;horror, action, thriller;zombie;6.477482;4.7;107.0
I Love You, Man;comedy;poker, bondage, duringcreditsstinger;12.929653;6.5;531.0
The Big Steal;romance, drama, thriller, crime;mexico, classic noir, film noir;2.703354;6.3;21.0
Billy Budd;drama, action;homicide, mutiny, war ship, court case;3.557657;7.8;13.0
Night Has a Thousand Eyes;drama, thriller;precognition, warning, vision, fate, heiress, film noir;0.8784709999999999;5.8;8.0
Live Free or Die;action, comedy, crime;new hampshire, independent film, hoodlum;0.385761;5.5;8.0
Blonde Venus;drama;germany, prostitute, nightclub, romance, melodrama, chemist, nightclub singer, motherhood, nightclub entertainer;1.007167;6.5;23.0
Dance of the Dead;comedy, horror;cemetery, dance, loser, high school, zombie;3.915682;6.0;66.0
The Haunting in Connecticut;thriller, horror;crematorium, hallucination, based on true story, haunting, occult, funeral home, mortuary, incinerator, cousin cousin relationship, told in flashback, reverend, funeral parlor, boy in peril, oncology ward, desecration, child cancer, rosary, isolated house, experimental cancer treatment, hide and seek, duringcreditsstinger;10.80374;6.0;317.0
Duplicity;romance, comedy, crime;spy;9.097953;5.7;203.0
Knowing;action, adventure, drama, mystery, science fiction, thriller;cataclysm, code, suspense, end of the world, time capsule, astrophysicist, grieving widower, lexington massachusetts, westford massachusetts, prediction, researcher, numbers, news;9.806904;5.9;1528.0
Sugar;drama;homesickness, baseball, host family, sport, independent film, minor leagues, woman director;0.731548;6.5;12.0
Young Thugs: Nostalgia;drama, action, comedy, foreign;drama, comedy;0.24960900000000003;6.1;5.0
Ong Bak 2;adventure, action, thriller;sequel;8.553506;5.9;156.0
The Girl with the Dragon Tattoo;drama, thriller, crime, mystery;rape, journalist, based on novel, bondage, island, hacker, strong woman, blow job, suspect, antisocial personality disorder, computer hacker, newspaper man;9.858687;7.4;1020.0
Bloodbath at the House of Death;comedy, horror;murder, serial killer, mansion;0.33909;5.6;9.0
Sunshine Cleaning;comedy, drama;suicide, single parent, sister sister relationship, cleaning lady, new mexico, teamwork, family business , crime scene, woman director;9.098119;6.5;256.0
Kung Fu Panda: Secrets of the Furious Five;animation, comedy, family;martial arts, kung fu, animation, anthropomorphism;6.638013000000001;6.5;80.0
Hangman's Knot;action, western;gold, soldier, stagecoach;2.893266;5.7;7.0
Immortal Sergeant;war, drama;world war ii, canadian;0.438115;6.3;2.0
The Children of Leningradsky;documentary;drug abuse, homelessness, children, drug, tragic event, drug addict, railway station, moscow, woman director, child prostitution;0.639922;8.2;5.0
Submerged;action;terror, submarine;3.860361;4.0;32.0
Stacy: Attack of the Schoolgirl Zombies;horror, comedy;chain saw, zombie, chainsaw, schoolgirl, japanese school girls;1.610079;4.7;14.0
Insanitarium;horror, thriller;sanatorium;2.127656;5.0;26.0
Illegal;crime, drama;court, criminal defence lawyer;1.9303009999999998;6.1;7.0
Echelon Conspiracy;action, crime, mystery;casino, thriller, surveillance, omaha nebraska;6.624498;5.4;110.0
After Sex;comedy;sex, sexuality, gun, coming out, lesbian relationship, gay sex;7.134232000000001;5.2;54.0
The Third Part of the Night;drama, horror, war;world war ii, typhus, german occupation, gestapo, pregnant woman, death of family, poland;1.030329;7.3;17.0
13B: Fear Has a New Address;drama, mystery, horror, thriller;supernatural powers, vengeful ghost;1.3982700000000001;5.7;16.0
Monsters vs Aliens;animation, family, adventure, science fiction;alien, giant robot, duringcreditsstinger;14.243634;6.0;1464.0
Boarding Gate;drama, thriller;paris, chase, stalker, murder, independent film, hong kong, drug;1.891973;5.1;18.0
California Dreamin';drama, foreign;romanian new wave;1.7092180000000001;6.2;15.0
Counter Investigation;thriller;investigation, serial killer;4.787284;7.0;69.0
Sita Sings the Blues;animation, drama, music, romance;suspicion, duty, forest, music, gossip, martyr, shadow puppet, ramayana, castle on fire, mistrust, monkey warrior, exiled prince, devoted wife, faithfulness, long distance relationship, test of faithfulness, test by fire, based on myths or folklore, woman director, hindu mythology;1.711226;6.9;25.0
Naked Fear;horror, thriller;man hunt;2.512786;5.4;14.0
Three on a Match;crime, drama;infidelity, drug addiction, kidnapping, pre-code, schoolmates, child neglect, desertion;0.75757;6.1;18.0
The Baader Meinhof Complex;action, crime, drama, history, thriller;terror, raf, 1970s;5.155749;7.1;157.0
Big Stan;comedy;prison, corruption, martial arts, anti hero, fraud, slapstick, gang, cons and scams, prison life;9.338858;5.9;178.0
Dating The Enemy;comedy;journalist;1.585469;6.7;10.0
We Live in Public;documentary;africa, internet, woman director;0.89579;7.4;18.0
The Square;crime, drama, thriller;sex, fire, suspicion, australia, marriage, revenge, murder, neighbor, money, tragedy, extortion, arson, mobster, violence, drug, extramarital affair;2.634201;6.2;30.0
The Gray Man;crime, drama, mystery, thriller;serial killer, child murder;1.6687720000000001;5.8;15.0
Anvil! The Story of Anvil;documentary, music;canadian, heavy metal, friendship, rock band, hard rock, 1980s;3.4140410000000005;7.7;85.0
Border Incident;crime, drama, thriller;california, illegal immigration, smuggling, illegal immigrant, quicksand, federal agent;0.81594;7.2;7.0
Star of Midnight;romance, comedy, mystery;dancer, theater;0.110801;5.3;3.0
Observe and Report;comedy, crime, drama;robbery, unrequited love, security guard, mall;5.666341;5.6;229.0
Private Lives;comedy;hotel, remarriage, wedding, bickering, marital fight, rapier wit;0.22029400000000002;6.1;6.0
Too Many Girls;comedy, music;new mexico, musical, sport;1.007377;5.0;3.0
Adventureland;comedy;comedy, cheating on partner, amusement park, summer job, carny, marijuana joint, baldness, picking one's nose, reckless driving, reconciliation, pushing a car, marijuana pipe, ticket booth, scene, raised middle finger, job seeking, leaving home, drugged cookie, duringcreditsstinger, young adult, 1980s;6.7788699999999995;6.4;748.0
Scenes of a Sexual Nature;comedy, drama, romance;gay interest, london;3.034271;5.2;22.0
The Cake Eaters;drama, romance;romance, independent film, illness, woman director;4.7018580000000005;5.5;39.0
Confessions of a Shopaholic;comedy, romance;new york, based on novel, shop, department store, shopping mall, addiction, liar, romantic comedy, financial journalist, duringcreditsstinger;8.198789;6.1;787.0
The Black Balloon;drama;birthday, autism, sydney, family dinner, independent film, swimming, first love, hospital bed, social services, woman director;2.3077349999999996;6.7;31.0
The Butterfly Effect 3: Revelations;science fiction, thriller, drama, crime;fire, recession, diary, time travel, murder, bear trap, bathtub, saw, buxom;7.228413000000001;5.1;158.0
Killer Force;action, thriller;heist, desert, diamond;0.9858549999999999;3.7;3.0
Cheeky;comedy, drama, romance;sex, adultery, italian, nudity, seduction, voyeur, exhibitionist;6.377611;5.5;40.0
The Lucky Ones;comedy, drama, history;friendship, war, road trip, independent film, soldier;7.444398;6.3;55.0
The Body;comedy;siamese twins, mafia, dead body, coincidence, poland;0.541255;5.6;7.0
Dragonball Evolution;action, adventure, fantasy, science fiction, thriller;karate, superhero, revenge, dragon, duringcreditsstinger;8.876305;2.9;475.0
Flash Gordon;action, science fiction;hang gliding, dragon, movie serial, sword and planet;1.149111;6.6;10.0
Rest Stop;horror, thriller;roadhouse, lorry, truck driver;4.657671;5.0;59.0
Kansas Raiders;action, adventure, war, western;jesse james;0.702263;5.9;8.0
The Lonely Man;action, western;gunslinger, ambush;0.127452;6.0;2.0
Porgy and Bess;music, drama, romance;musical, music;1.6789349999999998;5.7;6.0
Can-Can;drama, music, romance;dancing;0.803604;7.2;9.0
Pekka ja Pätkä lumimiehen jäljillä;comedy;lapland, snowman;0.10704200000000001;5.7;3.0
The Gravedancers;horror, thriller;envelope, childhood friends;3.137916;5.7;50.0
Broken;horror, thriller;forest, self-inflicted injury, psychopath, mother daughter relationship;1.491366;4.8;15.0
Kiler;comedy, action;mistaken identity, mafia, contract killer;1.550559;8.1;18.0
Fast & Furious;action, crime, drama, thriller;gambling, brother sister relationship, ex-lover, fast, cops, street race, car crash, fast cars, car, automobile racing;1.498902;6.5;2426.0
City Girl;drama, romance;countryside, waitress, marriage crisis, wheat;2.933003;7.4;19.0
Hangover Square;crime, drama, horror, thriller;composer, murder, film noir;0.5459430000000001;5.0;10.0
Sanshiro Sugata;drama;jujitsu;1.8042310000000001;6.0;24.0
The Exterminating Angels;drama, fantasy;female nudity, sex, hotel room, eroticism, self-destruction, restaurant, orgasm, pubic hair, lesbian, filmmaker, unsimulated sex, lesbian sex, threesome, lgbt, ghost, exhibitionism, transgression, intimacy, erotica, angel of death, female masturbation in public, film casting;2.771957;4.8;14.0
Superstar: The Karen Carpenter Story;drama, music;bulimia, barbie, the carpenters, anorexia;0.640356;7.5;12.0
A Force of One;action, adventure, crime, drama, thriller;karate, special unit;2.2726759999999997;3.6;22.0
Gardens of the Night;crime, drama;cops, children, independent film, prostitution, counselor, pimps;2.683651;6.5;28.0
In the Loop;comedy;washington d.c., war, political incompetence, warmongering, united nations, vote, political satire, intern, duringcreditsstinger;6.341259;7.0;194.0
Global Metal;documentary, music;heavy metal, music, music festival, anthropology;1.0150139999999999;7.6;19.0
What Doesn't Kill You;action, crime, drama;infidelity, drug addiction, friends, heist, punched in the face;3.646265;6.4;37.0
Linha de Passe;drama;brother brother relationship, socially deprived family, brother, sao paulo, soccer, woman director;0.384534;6.3;10.0
Crime Wave;crime;classic noir, parolee;3.2125;6.5;12.0
Escape from Fort Bravo;action, western;officer, escape, cavalry, confederate, american civil war;1.060091;6.0;13.0
Ride Lonesome;action, western;bounty, bounty hunter, brother, outlaw, indian attack;1.6484860000000001;6.0;29.0
The Boat That Rocked;drama, comedy;great britain, musical, rock, pirate radio, swinging 60s;8.395617999999999;7.2;678.0
The Small Back Room;war, drama, thriller;bomb, england, world war ii, suspense;0.751207;6.6;10.0
The Mindscape of Alan Moore;documentary;biography, writer, comic book artist;0.544176;6.3;4.0
17 Again;comedy;high school, bullying, high school sports, fake identity, adult as a child, do over;11.362762;6.1;1388.0
Double Trouble;action, comedy;dual identity, secret identity, rio de janeiro, mistake in person, doppelganger, brawl;6.744702;6.6;105.0
Inglourious Basterds;drama, action, thriller, war;paris, guerrilla, cinema, self sacrifice, dynamite, mexican standoff, world war ii, jew persecution, jew, nazis, masochism, sadism, scalp, winston churchill, knife in hand, anti semitism, gore, swastika, blood bath, german occupation of france, violence, gun violence;16.89564;7.9;6598.0
State of Play;action;corruption, assassination, detective, journalist, assassin, newspaper, congress, editor-in-chief, conspiracy of murder, politics, election campaign, government, murder, thriller, blog, reporter;8.905732;6.7;489.0
The Lawless Breed;action, western;biography;0.44224399999999997;6.7;3.0
Lust for Gold;action, western;goldmine;1.121124;4.7;8.0
La estrategia del caracol;comedy, drama;roommate, pastor, squatter, anarchist, house, bogotá, lawyer, revolutionary;0.281609;7.2;9.0
Strike;drama;strike, silent film;1.576387;7.2;29.0
Bab'Aziz;drama;desert;1.753255;7.2;8.0
The Damned United;drama;england, leeds united, sport, brighton, soccer, cup, derby county, management, soccer team;11.545627;7.2;156.0
Hank and Mike;comedy;easter, easter bunny, independent film;0.680742;6.1;6.0
Crank: High Voltage;action, thriller, crime;female nudity, prostitute, horse race, heart, strip club, electric shock, godzilla, sequel, tourette syndrome, gang, shootout, public sex, cigarette smoking, mansion, electrocution, foot chase, surgery, taser, duringcreditsstinger, flashback, absurdism, ultraviolence;10.044642;5.9;878.0
The Final Inquiry;adventure, drama, history;jesus christ, resurrection;2.187464;4.0;9.0
The Man Behind The Gun;western;secessionists;0.102997;6.0;1.0
Moon;science fiction, drama;moon, artificial intelligence, clone, isolation, future, dystopia, space, cloning, moon base;13.336773;7.6;1831.0
Break Up;thriller, romance;hospital, deaf;1.76;3.8;9.0
The Smart Set;comedy;reference to calvin coolidge;0.6539229999999999;7.0;1.0
Aamir;thriller;bombay india, doctor, india, terrorist plot;0.765555;6.7;12.0
Mammoth;drama, romance;mother, thailand, philippines, independent film, unfaithfulness;3.586906;6.1;41.0
The Days Between;drama;woman director;0.158414;6.3;3.0
The Young Victoria;drama;royal family, biography, royalty, period drama, queen victoria, prince albert, 19th century, british monarchy;8.437586999999999;7.1;330.0
Intentions of Murder;drama;adultery, japanese new wave;2.292668;6.6;12.0
The Informers;drama;sex, slice of life, hollywood, drug, hedonism, ensemble cast, child murder, 1980s, dysfunctional, intersecting lives;6.675032000000001;4.4;60.0
Antique;comedy, foreign;cake, bakery, korea;1.080883;6.2;13.0
X-Men Origins: Wolverine;adventure, action, thriller, science fiction;corruption, mutant, boxer, army, marvel comic, superhero, aftercreditsstinger, duringcreditsstinger;1.456541;6.2;4086.0
The Girlfriend Experience;comedy, drama;prostitute, infidelity, economy, client, independent film, prostitution, las vegas, call girl;6.115298999999999;5.2;83.0
The Desert Trail;action, western;frontier justice, rodeo cowboy;0.784048;3.3;8.0
American Swing;documentary;new york, 1970s, independent film, swinging, disco, platos retreat;1.930418;4.3;5.0
Sin Nombre;drama, action, thriller, crime;rape, river, child murderer, shower, illegal immigration, freight train, kiss, travel, gang;5.435993;7.3;139.0
Star Trek;science fiction, action, adventure;spacecraft, teleportation, space mission, parachute, time travel, black hole, supernova, prequel, warp speed, futuristic, warp engine, romulans, outer space, vulcan, alternate reality, space opera, reboot;15.362632000000001;7.4;4574.0
Happy Campers;comedy;lake, nudity, bikini, love, camp, summer, teenager, voyeur;1.903358;5.4;10.0
Black Magic;comedy, crime, drama;charlie chan;0.301454;8.2;3.0
Lymelife;comedy, drama;alcohol, sex, adultery, dream, virgin, marriage, change, love, independent film, teenager, american, violence, danger, divorce, family, innocent, pressure;9.813825;6.4;43.0
The Great Buck Howard;comedy, drama;magic show, career, comeback, drop-out;7.957389;6.0;86.0
Cherry Blossoms;drama, romance;japan, wife husband relationship, new love, dying and death, marriage, butoh tanz, cancer, relationship, family, woman director;4.233778;7.5;29.0
Riders of Destiny;action, western;romance;0.604248;4.3;7.0
Flatfoot in Egypt;action, comedy, crime, drama;prosecution, petrol, investigation, fistfight, kommissar geiger;2.634068;6.2;33.0
XIII;action, crime, mystery;amnesia, false identity, plastic surgery, based on comic, conspiracy, man hunt, miniseries, torture, based on graphic novel, multiple identities, assassination of president;2.947094;5.9;43.0
Knights of Bloodsteel;adventure, fantasy, science fiction;sword, dragon, goblin, sorceress, elf, oracle;2.327569;4.6;5.0
Red Cliff Part II;war, action, drama, history, thriller;historian;7.309903;7.1;110.0
The Girl from Monaco;comedy, drama;monaco, night life, bodyguard, femme fatale, beautiful woman, lawyer, woman director;1.323715;4.9;25.0
Black Ice;thriller, drama;helsinki, self-defense, student, love affair;1.238266;5.4;10.0
Wild Things: Diamonds in the Rough;crime, drama, mystery;female nudity, florida, seduction, sequel, female homosexuality, double cross, diamond, incest, threesome, rape accusation;9.233564999999999;4.3;29.0
S. Darko;thriller, crime, science fiction, mystery;stranded, end of the world, shattered home, bizarre past, frightening visions;7.9599649999999995;3.6;124.0
Earth;documentary;ocean, himalaya, ice, walrus, antarctic;15.30326;7.5;136.0
Sagebrush Trail;drama, romance, western;outlaw, shootout, informer, wrongful arrest;1.064154;4.2;10.0
Stanley Kubrick: A Life in Pictures;documentary;career, conversation, interview, history;2.48768;7.2;44.0
A Lady Takes a Chance;western, comedy, romance;rodeo, oregon, bus trip;0.569912;7.5;3.0
Shuttle;crime, drama, thriller, horror;suspense;3.702465;5.7;19.0
Crossing Over;crime, drama;immigrant, los angeles;6.036408;6.2;95.0
